id,actual_price,predicted_price,error,absolute_error
14391,290000,347947.9525,57947.952500000014,57947.952500000014
19,715000,822945.44,107945.43999999994,107945.43999999994
5985,500000,524184.935,24184.934999999998,24184.934999999998
15033,373000,313982.61,-59017.390000000014,59017.390000000014
15410,413000,460582.5025,47582.5025,47582.5025
13368,368000,359775.95,-8224.049999999988,8224.049999999988
12169,401000,459546.54083333333,58546.54083333333,58546.54083333333
5996,502501,431824.0275,-70676.97249999997,70676.97249999997
9578,99000,211603.9525,112603.95250000001,112603.95250000001
3288,550000,551390.38,1390.3800000000047,1390.3800000000047
8008,1875000,2283462.375,408462.375,408462.375
6355,350000,340709.065,-9290.934999999998,9290.934999999998
8805,269000,286246.59523809527,17246.595238095266,17246.595238095266
11583,1525000,1008518.0975,-516481.90249999997,516481.90249999997
12422,720000,764510.32,44510.31999999995,44510.31999999995
149,630000,873861.5,243861.5,243861.5
15559,240000,234489.2476785715,-5510.752321428503,5510.752321428503
5981,244000,282618.8875,38618.88750000001,38618.88750000001
1087,538200,546703.885,8503.88500000001,8503.88500000001
6826,225000,188309.0,-36691.0,36691.0
8242,265000,450695.47,185695.46999999997,185695.46999999997
322,400000,484117.785,84117.78499999997,84117.78499999997
12969,299000,456522.97,157522.96999999997,157522.96999999997
8405,699900,628083.7775,-71816.22250000003,71816.22250000003
6948,289000,265688.075,-23311.92499999999,23311.92499999999
14752,255000,265054.0875,10054.087500000023,10054.087500000023
2404,374000,327982.625,-46017.375,46017.375
15955,298000,322485.0875,24485.087500000023,24485.087500000023
6827,154000,232938.5525,78938.55249999999,78938.55249999999
10078,619420,594191.7875,-25228.212500000023,25228.212500000023
5034,674950,583989.6625,-90960.33750000002,90960.33750000002
10752,95000,204786.85,109786.85,109786.85
4115,990000,909385.9425,-80614.0575,80614.0575
12766,260000,298235.525,38235.52500000002,38235.52500000002
4679,1400000,979360.265,-420639.735,420639.735
13779,260000,286300.375,26300.375,26300.375
4872,135000,273527.86,138527.86,138527.86
15880,818900,563403.1175,-255496.88249999995,255496.88249999995
9841,399500,382986.86,-16513.140000000014,16513.140000000014
4625,998000,936978.685,-61021.314999999944,61021.314999999944
8809,660000,516385.25,-143614.75,143614.75
3909,895000,979436.0825,84436.08250000002,84436.08250000002
6874,262500,276686.5625,14186.5625,14186.5625
15802,789500,797236.6475,7736.647499999963,7736.647499999963
291,1078000,614637.35,-463362.65,463362.65
14239,1052500,1362246.88,309746.8799999999,309746.8799999999
12799,259000,276165.6625,17165.662499999977,17165.662499999977
1570,652600,622694.8825,-29905.11750000005,29905.11750000005
4043,335000,341898.5975,6898.597499999974,6898.597499999974
284,570000,564684.9375,-5315.0625,5315.0625
7095,925000,1194143.5416666667,269143.54166666674,269143.54166666674
4442,1180000,871138.725,-308861.275,308861.275
6920,150000,216210.76895833333,66210.76895833333,66210.76895833333
4738,372500,316956.7,-55543.29999999999,55543.29999999999
2216,225000,223121.47979166664,-1878.520208333357,1878.520208333357
12346,264950,272290.0075,7340.007500000007,7340.007500000007
13469,219900,173054.35833333337,-46845.641666666634,46845.641666666634
8722,1200690,1096536.6075,-104153.39250000007,104153.39250000007
2579,155000,272201.86666666664,117201.86666666664,117201.86666666664
7403,237000,191198.5,-45801.5,45801.5
11852,280000,281692.42375,1692.4237500000163,1692.4237500000163
6427,370000,560820.625,190820.625,190820.625
10042,275000,252025.19,-22974.809999999998,22974.809999999998
11809,920000,974319.1375,54319.13749999995,54319.13749999995
3946,430000,518949.78,88949.78000000003,88949.78000000003
5477,659950,631964.24,-27985.76000000001,27985.76000000001
14265,214000,229258.1625,15258.162500000006,15258.162500000006
2683,420000,500066.8125,80066.8125,80066.8125
4561,595000,482526.75,-112473.25,112473.25
11208,355000,405417.2075,50417.20750000002,50417.20750000002
11055,205000,248284.905,43284.905,43284.905
566,219000,230272.4435714286,11272.443571428594,11272.443571428594
6315,449900,484489.2875,34589.28749999998,34589.28749999998
7276,450000,505960.045,55960.044999999984,55960.044999999984
2448,218000,212825.7425,-5174.257500000007,5174.257500000007
5883,280000,282212.89166666666,2212.891666666663,2212.891666666663
14130,598992,646572.22,47580.21999999997,47580.21999999997
12924,397000,453390.9675,56390.96750000003,56390.96750000003
5403,535000,495229.46083333326,-39770.53916666674,39770.53916666674
1006,535000,474723.3375,-60276.66249999998,60276.66249999998
2884,380500,300026.1,-80473.90000000002,80473.90000000002
15533,285000,278239.125,-6760.875,6760.875
3031,302500,501455.29,198955.28999999998,198955.28999999998
5270,697000,852395.865,155395.865,155395.865
5844,500000,330103.75,-169896.25,169896.25
13422,667000,600883.145,-66116.85499999998,66116.85499999998
15613,211000,248041.01,37041.01000000001,37041.01000000001
13660,422500,422749.9275,249.9274999999907,249.9274999999907
733,649000,473025.375,-175974.625,175974.625
13603,215000,321258.775,106258.77500000002,106258.77500000002
6220,641000,567434.5975,-73565.40249999997,73565.40249999997
290,672000,532898.0,-139102.0,139102.0
8297,305000,278888.43333333335,-26111.56666666665,26111.56666666665
14436,509000,535934.0375,26934.037499999977,26934.037499999977
3669,799950,832293.47,32343.469999999972,32343.469999999972
16051,310000,337422.8975,27422.89750000002,27422.89750000002
9868,339000,445724.1975,106724.19750000001,106724.19750000001
11320,705000,758220.5425,53220.54249999998,53220.54249999998
2480,249950,244543.25,-5406.75,5406.75
12785,610000,542643.865,-67356.13500000001,67356.13500000001
10306,700000,623539.125,-76460.875,76460.875
8027,619500,707622.3866666667,88122.38666666672,88122.38666666672
5872,771000,644295.365,-126704.63500000001,126704.63500000001
8414,400000,400162.135,162.1350000000093,162.1350000000093
8221,749500,833385.365,83885.36499999999,83885.36499999999
8781,324500,272796.475,-51703.52500000002,51703.52500000002
2826,237500,232917.185,-4582.815000000002,4582.815000000002
11782,491150,454563.7325,-36586.267500000016,36586.267500000016
16198,575000,709602.375,134602.375,134602.375
12211,215000,184918.0025,-30081.997499999998,30081.997499999998
2099,749000,672801.445,-76198.55500000005,76198.55500000005
4342,546000,680375.955,134375.95499999996,134375.95499999996
1534,209977,205372.93666666668,-4604.063333333324,4604.063333333324
8108,517500,511030.37,-6469.630000000005,6469.630000000005
3842,220000,338062.6,118062.59999999998,118062.59999999998
14907,389950,371949.9375,-18000.0625,18000.0625
11306,368000,286058.25,-81941.75,81941.75
9068,305000,286695.5,-18304.5,18304.5
14201,180500,345017.095,164517.09499999997,164517.09499999997
13398,545000,587472.1725,42472.172499999986,42472.172499999986
12427,490000,612256.6975,122256.69750000001,122256.69750000001
14969,249500,225134.258125,-24365.741875000007,24365.741875000007
13447,1007500,962016.625,-45483.375,45483.375
8612,710000,748798.195,38798.19499999995,38798.19499999995
5040,315000,323476.57,8476.570000000007,8476.570000000007
12138,352000,354988.8125,2988.8125,2988.8125
7335,530000,377017.375,-152982.625,152982.625
5714,442000,677151.4,235151.40000000002,235151.40000000002
101,745000,810066.8675,65066.86750000005,65066.86750000005
13804,835000,585801.03,-249198.96999999997,249198.96999999997
1944,460000,548760.375,88760.375,88760.375
12905,357000,276641.36666666664,-80358.63333333336,80358.63333333336
13598,199950,211929.97395833337,11979.973958333372,11979.973958333372
15958,760000,873513.1275,113513.12749999994,113513.12749999994
7496,775000,809104.0525,34104.05249999999,34104.05249999999
8066,340000,274789.39166666666,-65210.60833333334,65210.60833333334
11434,535000,608196.7,73196.69999999995,73196.69999999995
7173,1640000,1376741.8925,-263258.1074999999,263258.1074999999
8272,569999,466800.18,-103198.82,103198.82
15803,638000,635659.3375,-2340.6624999999767,2340.6624999999767
4301,440000,373731.07666666666,-66268.92333333334,66268.92333333334
3021,339000,373592.625,34592.625,34592.625
8074,530000,541588.795,11588.795000000042,11588.795000000042
8538,205425,223556.525,18131.524999999994,18131.524999999994
2127,399950,472851.0416666666,72901.04166666663,72901.04166666663
7921,810000,790839.78,-19160.219999999972,19160.219999999972
13068,1145000,959793.6125,-185206.38749999995,185206.38749999995
6037,1195000,1326018.2,131018.19999999995,131018.19999999995
6266,650000,772357.4775,122357.47750000004,122357.47750000004
4296,231000,302645.60625,71645.60625000001,71645.60625000001
10266,750000,591677.9141666667,-158322.08583333332,158322.08583333332
6499,375000,369340.125,-5659.875,5659.875
13328,359950,408154.3825,48204.38250000001,48204.38250000001
13078,567500,447677.75,-119822.25,119822.25
14235,495000,526194.2875,31194.287499999977,31194.287499999977
8523,330000,306595.11166666663,-23404.888333333365,23404.888333333365
10928,450000,441958.0675,-8041.932499999995,8041.932499999995
13508,169500,196249.625,26749.625,26749.625
6625,820000,803343.69,-16656.310000000056,16656.310000000056
6277,274250,223279.0975,-50970.9025,50970.9025
13191,452000,471687.125,19687.125,19687.125
169,240000,346045.96083333326,106045.96083333326,106045.96083333326
6462,365000,299753.0,-65247.0,65247.0
2638,357000,346401.9375,-10598.0625,10598.0625
14237,339950,425850.2875,85900.28749999998,85900.28749999998
16072,395950,398455.865,2505.8649999999907,2505.8649999999907
16032,475000,507874.435,32874.435,32874.435
14771,329500,320271.4,-9228.599999999977,9228.599999999977
11957,245000,251748.975,6748.975000000006,6748.975000000006
16022,554500,517980.125,-36519.875,36519.875
1090,453000,501384.45,48384.45000000001,48384.45000000001
5778,642000,574942.6,-67057.40000000002,67057.40000000002
3312,172000,228811.8675,56811.86749999999,56811.86749999999
12286,406000,317625.8358333333,-88374.16416666668,88374.16416666668
14483,840000,819242.525,-20757.474999999977,20757.474999999977
15666,779950,759632.78,-20317.219999999972,20317.219999999972
6025,640000,499133.4025,-140866.59749999997,140866.59749999997
11527,525000,529997.465,4997.464999999967,4997.464999999967
5815,607000,545628.41,-61371.58999999997,61371.58999999997
7510,782000,853491.6,71491.59999999998,71491.59999999998
15143,515000,480329.8625,-34670.13750000001,34670.13750000001
1697,365000,365552.5175,552.5175000000163,552.5175000000163
14128,594950,631848.9491666666,36898.9491666666,36898.9491666666
11910,537000,568810.49,31810.48999999999,31810.48999999999
5385,475000,441125.4791666666,-33874.52083333337,33874.52083333337
1683,1999000,1392887.53,-606112.47,606112.47
12557,400000,363886.96,-36113.03999999998,36113.03999999998
2518,175000,230993.995,55993.994999999995,55993.994999999995
450,517000,504902.6,-12097.400000000023,12097.400000000023
150,310000,358765.6125,48765.61249999999,48765.61249999999
3465,309950,255114.0575,-54835.942500000005,54835.942500000005
10889,560000,546225.75,-13774.25,13774.25
8852,589000,726482.2075,137482.20750000002,137482.20750000002
1684,1155000,1136359.525,-18640.475000000093,18640.475000000093
8661,427500,475869.6625,48369.66249999998,48369.66249999998
6717,625000,634400.545,9400.545000000042,9400.545000000042
11887,200000,283367.1954166667,83367.19541666668,83367.19541666668
7402,396400,471574.68,75174.68,75174.68
7111,352500,341925.5275,-10574.472499999974,10574.472499999974
10393,631750,639652.6475,7902.647499999963,7902.647499999963
5430,659000,524664.36,-134335.64,134335.64
7298,360000,405041.3125,45041.3125,45041.3125
8384,662500,624792.845,-37707.15500000003,37707.15500000003
3289,293000,342315.6783333333,49315.678333333286,49315.678333333286
2554,1300000,981326.275,-318673.725,318673.725
16067,312000,322763.7625,10763.762500000012,10763.762500000012
2267,752875,629581.25,-123293.75,123293.75
9749,760250,989313.045,229063.04500000004,229063.04500000004
7476,728725,758394.6,29669.599999999977,29669.599999999977
8255,226000,222406.355,-3593.6449999999895,3593.6449999999895
15931,833000,636046.4725,-196953.52749999997,196953.52749999997
9999,1795000,1358481.375,-436518.625,436518.625
15752,325000,321001.9875,-3998.0125000000116,3998.0125000000116
14160,159995,180519.625,20524.625,20524.625
15812,485000,540678.4916666667,55678.4916666667,55678.4916666667
8839,550000,397397.72,-152602.28000000003,152602.28000000003
11322,1150000,563081.9425000001,-586918.0574999999,586918.0574999999
2420,268500,303812.125,35312.125,35312.125
4745,313500,320724.375,7224.375,7224.375
6699,315000,320425.42333333334,5425.4233333333395,5425.4233333333395
13243,795000,874017.0725,79017.07250000001,79017.07250000001
14278,164000,237515.5575,73515.5575,73515.5575
16108,425000,535099.38,110099.38,110099.38
8140,560000,580342.625,20342.625,20342.625
5715,498000,400645.985,-97354.01500000001,97354.01500000001
4013,150000,241289.725,91289.725,91289.725
12687,500000,549880.8425,49880.84250000003,49880.84250000003
11602,190000,212456.3925,22456.392499999987,22456.392499999987
5689,732000,566629.145,-165370.85499999998,165370.85499999998
1328,563500,483098.725,-80401.27500000002,80401.27500000002
2342,560000,756458.5375,196458.53749999998,196458.53749999998
7691,342500,430115.865,87615.86499999999,87615.86499999999
2002,215000,236977.615,21977.61499999999,21977.61499999999
1320,943500,907127.825,-36372.17500000005,36372.17500000005
4903,1550000,1484171.9675,-65828.03249999997,65828.03249999997
1650,499950,511773.64,11823.640000000014,11823.640000000014
7369,230000,336228.4875,106228.48749999999,106228.48749999999
8416,525000,490024.975,-34975.02500000002,34975.02500000002
15940,286000,276540.625,-9459.375,9459.375
3501,644500,678123.6975,33623.69750000001,33623.69750000001
6977,343000,393060.0125,50060.01250000001,50060.01250000001
2087,556000,578777.63,22777.630000000005,22777.630000000005
5749,575000,609372.4875,34372.48750000005,34372.48750000005
1488,507250,437616.7375,-69633.26250000001,69633.26250000001
8191,560000,404598.19,-155401.81,155401.81
13708,325000,333244.3875,8244.387500000012,8244.387500000012
6958,310000,270068.4625,-39931.53749999998,39931.53749999998
15557,1500000,1133313.455,-366686.5449999999,366686.5449999999
14394,715000,689871.61,-25128.390000000014,25128.390000000014
8015,1500000,1370271.625,-129728.375,129728.375
5527,520000,434085.0375,-85914.96250000002,85914.96250000002
14384,616000,637273.25,21273.25,21273.25
9045,218450,205497.99333333332,-12952.006666666683,12952.006666666683
14187,237100,279864.1875,42764.1875,42764.1875
5665,607500,667733.895,60233.89500000002,60233.89500000002
7583,321000,303370.41,-17629.590000000026,17629.590000000026
9745,415000,493437.9625,78437.96250000002,78437.96250000002
1713,410000,376920.3625,-33079.63750000001,33079.63750000001
13470,225000,263073.5825,38073.58250000002,38073.58250000002
937,725000,832368.3,107368.30000000005,107368.30000000005
3069,535000,430086.17,-104913.83000000002,104913.83000000002
10506,665000,591117.7325,-73882.26749999996,73882.26749999996
13638,415000,377531.0,-37469.0,37469.0
12084,320000,402977.15,82977.15000000002,82977.15000000002
15157,283748,255713.6,-28034.399999999994,28034.399999999994
751,237000,270435.75,33435.75,33435.75
7642,263400,232647.2075,-30752.79250000001,30752.79250000001
9473,765000,648838.0675,-116161.9325,116161.9325
9969,685000,764644.21,79644.20999999996,79644.20999999996
4391,734000,778418.0,44418.0,44418.0
14743,525000,464975.135,-60024.86499999999,60024.86499999999
8904,940000,829762.25,-110237.75,110237.75
196,475000,461448.6125,-13551.387500000012,13551.387500000012
2629,288000,333504.375,45504.375,45504.375
11661,200000,241040.965,41040.965,41040.965
12530,716000,693168.1375,-22831.862500000047,22831.862500000047
7771,471275,434188.93,-37086.07000000001,37086.07000000001
13352,310000,328051.0158333333,18051.01583333331,18051.01583333331
11321,739000,785676.7275,46676.72750000004,46676.72750000004
1418,525000,499116.8925,-25883.107499999984,25883.107499999984
8772,450000,446682.36,-3317.640000000014,3317.640000000014
14585,420000,387879.82,-32120.179999999993,32120.179999999993
2935,246000,305583.37,59583.369999999995,59583.369999999995
2614,670000,736219.905,66219.90500000003,66219.90500000003
6702,389000,372785.735,-16214.265000000014,16214.265000000014
10683,790000,353374.8275,-436625.1725,436625.1725
3821,724950,866405.575,141455.57499999995,141455.57499999995
426,350000,405309.6875,55309.6875,55309.6875
9899,270000,277877.9775,7877.977499999979,7877.977499999979
4337,390000,459754.2875,69754.28749999998,69754.28749999998
14951,292500,240447.45,-52052.54999999999,52052.54999999999
5900,425000,334888.625,-90111.375,90111.375
13045,585000,578942.375,-6057.625,6057.625
6086,575000,499175.35,-75824.65000000002,75824.65000000002
8077,445000,514217.275,69217.27500000002,69217.27500000002
15417,464950,632792.5,167842.5,167842.5
11455,294950,360805.3375,65855.33750000002,65855.33750000002
2084,870000,578713.3116666666,-291286.68833333335,291286.68833333335
10569,760000,633573.695,-126426.30500000005,126426.30500000005
10564,435000,233691.01041666663,-201308.98958333337,201308.98958333337
1086,593450,565856.6725,-27593.327500000014,27593.327500000014
11287,7700000,6292602.125,-1407397.875,1407397.875
5425,515000,497899.515,-17100.484999999986,17100.484999999986
10111,230000,221440.635,-8559.36499999999,8559.36499999999
9272,440000,505677.94916666666,65677.94916666666,65677.94916666666
3334,637000,570155.125,-66844.875,66844.875
15141,343000,306963.7266666667,-36036.273333333316,36036.273333333316
7968,350000,377523.8,27523.79999999999,27523.79999999999
127,401000,355618.6875,-45381.3125,45381.3125
9537,215000,280124.8725,65124.8725,65124.8725
14416,489000,515126.0125,26126.01250000001,26126.01250000001
13863,544500,596150.6975,51650.69750000001,51650.69750000001
9863,177000,205448.9191666667,28448.91916666669,28448.91916666669
15094,715000,626083.2916666666,-88916.70833333337,88916.70833333337
99,797000,818460.63,21460.630000000005,21460.630000000005
3492,878000,872612.5575,-5387.442500000005,5387.442500000005
9394,329950,309288.2683333333,-20661.73166666669,20661.73166666669
11220,256900,264108.79583333334,7208.795833333337,7208.795833333337
10134,525000,611648.4775,86648.47750000004,86648.47750000004
8145,467000,483697.1875,16697.1875,16697.1875
4959,379000,416889.4125,37889.41249999998,37889.41249999998
15297,436000,528906.1925,92906.1925,92906.1925
11110,630000,577448.7,-52551.30000000005,52551.30000000005
10391,199990,209017.0,9027.0,9027.0
12802,260000,254632.125,-5367.875,5367.875
15336,724950,616620.845,-108329.15500000003,108329.15500000003
2613,493000,539752.4625,46752.46250000002,46752.46250000002
7387,790000,761728.3725,-28271.627499999944,28271.627499999944
9530,249000,273407.8425,24407.842500000028,24407.842500000028
11982,232000,249963.3,17963.29999999999,17963.29999999999
2589,185000,231359.66,46359.66,46359.66
13993,248500,278618.3075,30118.307499999995,30118.307499999995
5155,415000,460330.0625,45330.0625,45330.0625
15918,625000,574620.9425,-50379.057499999995,50379.057499999995
5608,402000,364822.235,-37177.765000000014,37177.765000000014
6627,218000,218140.125,140.125,140.125
7202,324450,290640.95416666666,-33809.04583333334,33809.04583333334
251,750000,847415.6,97415.59999999998,97415.59999999998
15135,401000,418642.39833333326,17642.398333333258,17642.398333333258
3837,599999,1059591.3775,459592.37749999994,459592.37749999994
3479,200000,259193.8275,59193.827500000014,59193.827500000014
10908,537100,604312.975,67212.97499999998,67212.97499999998
902,549900,502369.625,-47530.375,47530.375
12270,300000,296032.61833333335,-3967.3816666666535,3967.3816666666535
6849,450000,445234.72,-4765.280000000028,4765.280000000028
10903,345500,334063.55,-11436.450000000012,11436.450000000012
4553,369000,380324.5375,11324.537499999977,11324.537499999977
11499,680000,642012.0,-37988.0,37988.0
11270,472000,507851.85,35851.84999999998,35851.84999999998
10763,410000,517134.7825,107134.78249999997,107134.78249999997
8115,604000,604408.625,408.625,408.625
6631,185000,205465.0375,20465.037500000006,20465.037500000006
13082,729950,709913.22,-20036.780000000028,20036.780000000028
13391,700000,394622.125,-305377.875,305377.875
11370,280000,375581.88125,95581.88124999998,95581.88124999998
7383,2271150,2085902.375,-185247.625,185247.625
3721,749950,645127.1375,-104822.86250000005,104822.86250000005
3984,700000,771743.27,71743.27000000002,71743.27000000002
3184,358000,370796.1875,12796.1875,12796.1875
8689,860000,819310.5216666667,-40689.478333333274,40689.478333333274
8440,405000,427976.8641666667,22976.864166666695,22976.864166666695
3635,620000,579376.57,-40623.43000000005,40623.43000000005
1730,403000,488638.26125,85638.26124999998,85638.26124999998
16098,670000,637170.31,-32829.689999999944,32829.689999999944
3739,524400,535008.09375,10608.09375,10608.09375
13385,230000,352631.25,122631.25,122631.25
5748,555000,611288.0825,56288.08250000002,56288.08250000002
16155,730000,644993.0,-85007.0,85007.0
1870,505000,498167.225,-6832.775000000023,6832.775000000023
1983,405000,484419.2875,79419.28749999998,79419.28749999998
7666,438000,450270.8825,12270.882500000007,12270.882500000007
7580,442500,448396.125,5896.125,5896.125
12714,494000,578277.44,84277.43999999994,84277.43999999994
2769,930000,1598132.9833333332,668132.9833333332,668132.9833333332
2501,750000,598333.97,-151666.03000000003,151666.03000000003
2344,500000,504617.51,4617.510000000009,4617.510000000009
13896,525000,533376.2116666667,8376.21166666667,8376.21166666667
6408,744000,858487.705,114487.70499999996,114487.70499999996
1453,870000,773887.705,-96112.29500000004,96112.29500000004
4750,300000,243218.0325,-56781.9675,56781.9675
12179,235000,297727.865,62727.86499999999,62727.86499999999
3233,580000,639598.505,59598.505000000005,59598.505000000005
8180,500007,485751.2625,-14255.737499999988,14255.737499999988
8057,982000,916390.6325,-65609.36750000005,65609.36750000005
3634,775000,876934.5383333334,101934.53833333345,101934.53833333345
5271,460000,593306.7575,133306.75749999995,133306.75749999995
10579,310000,258230.05,-51769.95000000001,51769.95000000001
13806,572500,589356.49,16856.48999999999,16856.48999999999
15203,300000,463222.7616666667,163222.76166666672,163222.76166666672
12628,634950,660397.785,25447.785000000033,25447.785000000033
13353,204000,206739.45833333337,2739.458333333372,2739.458333333372
6887,281700,252959.2825,-28740.7175,28740.7175
13905,715000,619582.7,-95417.30000000005,95417.30000000005
7207,255000,263028.575,8028.575000000012,8028.575000000012
15351,490000,598822.28,108822.28000000003,108822.28000000003
5211,158800,219464.5175,60664.51749999999,60664.51749999999
11866,287450,271886.5833333334,-15563.416666666628,15563.416666666628
518,280000,309577.78,29577.780000000028,29577.780000000028
8401,520000,513345.405,-6654.594999999972,6654.594999999972
3601,390500,243666.55,-146833.45,146833.45
7364,212644,324582.3275,111938.32750000001,111938.32750000001
12858,1050000,779151.7325,-270848.26749999996,270848.26749999996
5836,884744,1075658.3,190914.30000000005,190914.30000000005
13165,425000,492947.0,67947.0,67947.0
